year-index,filename,sizeW,sizeH,image_proportion,vis_type,Conference,Year,pageNum,Paper DOI,thumb_url,url,Paper type,Paper Title,Author,Keywords Author,paper_url
1336,VAST.105.1336.jpg,680,1153,0.209636,2,VAST,2015,4,10.1109/VAST.2015.7347637,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/VAST.105.1336.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015/VAST.105.1336.jpg,C,FeatureInsight: Visual support for error-driven feature ideation in text classification,Michael Brooks;Saleema Amershi;Bongshin Lee;Steven M. Drucker;Ashish Kapoor;Patrice Simard,,http://dx.doi.org/10.1109/VAST.2015.7347637
1337,VAST.105.1337.jpg,629,818,0.137573,4,VAST,2015,7,10.1109/VAST.2015.7347637,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/VAST.105.1337.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015/VAST.105.1337.jpg,C,FeatureInsight: Visual support for error-driven feature ideation in text classification,Michael Brooks;Saleema Amershi;Bongshin Lee;Steven M. Drucker;Ashish Kapoor;Patrice Simard,,http://dx.doi.org/10.1109/VAST.2015.7347637
1,InfoVis.461.1.jpg,708,1362,0.287242,10,InfoVis,2019,3,10.1109/TVCG.2019.2934281,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.461.1.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.461.1.jpg,J,Critical Reflections on Visualization Authoring Systems,Arvind Satyanarayan;Bongshin Lee;Donghao Ren;Jeffrey Heer;John Stasko;John Thompson;Matthew Brehmer;Zhicheng Liu,"Critical reflection,visualization authoring,expressivity,learnability,reusability",http://dx.doi.org/10.1109/TVCG.2019.2934281
2,InfoVis.461.2.jpg,1430,350,0.149088,2,InfoVis,2019,5,10.1109/TVCG.2019.2934281,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.461.2.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.461.2.jpg,J,Critical Reflections on Visualization Authoring Systems,Arvind Satyanarayan;Bongshin Lee;Donghao Ren;Jeffrey Heer;John Stasko;John Thompson;Matthew Brehmer;Zhicheng Liu,"Critical reflection,visualization authoring,expressivity,learnability,reusability",http://dx.doi.org/10.1109/TVCG.2019.2934281
3,InfoVis.461.3.jpg,695,638,0.132082,10,InfoVis,2019,7,10.1109/TVCG.2019.2934281,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.461.3.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.461.3.jpg,J,Critical Reflections on Visualization Authoring Systems,Arvind Satyanarayan;Bongshin Lee;Donghao Ren;Jeffrey Heer;John Stasko;John Thompson;Matthew Brehmer;Zhicheng Liu,"Critical reflection,visualization authoring,expressivity,learnability,reusability",http://dx.doi.org/10.1109/TVCG.2019.2934281
4,InfoVis.461.4.jpg,696,536,0.111125,2,InfoVis,2019,8,10.1109/TVCG.2019.2934281,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.461.4.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.461.4.jpg,J,Critical Reflections on Visualization Authoring Systems,Arvind Satyanarayan;Bongshin Lee;Donghao Ren;Jeffrey Heer;John Stasko;John Thompson;Matthew Brehmer;Zhicheng Liu,"Critical reflection,visualization authoring,expressivity,learnability,reusability",http://dx.doi.org/10.1109/TVCG.2019.2934281
5,InfoVis.503.5.jpg,1273,354,0.134236,2,InfoVis,2019,1,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.5.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.5.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
6,InfoVis.503.6.jpg,666,327,0.064872,13,InfoVis,2019,2,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.6.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.6.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
7,InfoVis.503.7.jpg,662,371,0.073159,2,InfoVis,2019,4,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.7.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.7.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
8,InfoVis.503.8.jpg,696,346,0.071734,2,InfoVis,2019,4,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.8.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.8.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
9,InfoVis.503.9.jpg,708,210,0.044288,2,InfoVis,2019,5,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.9.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.9.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
10,InfoVis.503.10.jpg,1342,196,0.078351,14,InfoVis,2019,6,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.10.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.10.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
11,InfoVis.503.11.jpg,630,502,0.094207,2,InfoVis,2019,7,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.11.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.11.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
12,InfoVis.503.12.jpg,712,496,0.105196,7,InfoVis,2019,7,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.12.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.12.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
13,InfoVis.503.13.jpg,714,257,0.054660,9,InfoVis,2019,8,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.13.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.13.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
14,InfoVis.503.14.jpg,694,277,0.057263,9,InfoVis,2019,8,10.1109/TVCG.2019.2934282,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.503.14.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.503.14.jpg,J,Designing for Mobile and Immersive Visual Analytics in the Field,Matt Whitlock;Keke Wu;Danielle Albers Szafir,"Immersive Analytics,Augmented Reality,Mobile Visualization,Outdoor Visualization,Emergency Response",http://dx.doi.org/10.1109/TVCG.2019.2934282
15,InfoVis.119.15.jpg,705,892,0.187323,10,InfoVis,2019,3,10.1109/TVCG.2019.2934283,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.119.15.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.119.15.jpg,J,What is Interaction for Data Visualization?,Evanthia Dimara;Charles Perin,"interaction,visualization,data,definition,human-computer interaction",http://dx.doi.org/10.1109/TVCG.2019.2934283
16,InfoVis.1215.16.jpg,1267,395,0.149077,2,InfoVis,2019,1,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.16.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.16.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
17,InfoVis.1215.17.jpg,685,317,0.064683,2,InfoVis,2019,2,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.17.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.17.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
18,InfoVis.1215.18.jpg,1387,235,0.097092,2,InfoVis,2019,3,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.18.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.18.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
19,InfoVis.1215.19.jpg,633,352,0.066372,6,InfoVis,2019,4,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.19.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.19.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
20,InfoVis.1215.20.jpg,638,356,0.067656,2,InfoVis,2019,4,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.20.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.20.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
21,InfoVis.1215.21.jpg,632,346,0.065137,2,InfoVis,2019,5,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.21.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.21.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
22,InfoVis.1215.22.jpg,620,183,0.033797,2,InfoVis,2019,5,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.22.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.22.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
23,InfoVis.1215.23.jpg,626,186,0.034684,10,InfoVis,2019,5,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.23.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.23.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
24,InfoVis.1215.24.jpg,616,239,0.043855,2,InfoVis,2019,5,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.24.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.24.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
25,InfoVis.1215.25.jpg,1222,266,0.096826,2,InfoVis,2019,6,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.25.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.25.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
26,InfoVis.1215.26.jpg,607,290,0.052435,10,InfoVis,2019,7,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.26.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.26.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
27,InfoVis.1215.27.jpg,608,287,0.051978,10,InfoVis,2019,7,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.27.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.27.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
28,InfoVis.1215.28.jpg,323,365,0.035118,4,InfoVis,2019,8,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.28.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.28.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
29,InfoVis.1215.29.jpg,531,389,0.061529,4,InfoVis,2019,8,10.1109/TVCG.2019.2934284,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1215.29.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1215.29.jpg,J,Color Crafting: Automating the Construction of Designer Quality Color Ramps,Stephen Smart;Keke Wu;Danielle Albers Szafir,"Visualization,Aesthetics in Visualization,Color Perception,Visual Design,Design Mining",http://dx.doi.org/10.1109/TVCG.2019.2934284
30,InfoVis.1118.30.jpg,1299,368,0.142395,2,InfoVis,2019,1,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.30.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.30.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
31,InfoVis.1118.31.jpg,1443,430,0.184830,2,InfoVis,2019,5,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.31.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.31.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
32,InfoVis.1118.32.jpg,562,155,0.025948,3,InfoVis,2019,6,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.32.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.32.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
33,InfoVis.1118.33.jpg,1435,743,0.317598,2,InfoVis,2019,6,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.33.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.33.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
34,InfoVis.1118.34.jpg,699,440,0.091615,10,InfoVis,2019,7,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.34.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.34.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
35,InfoVis.1118.35.jpg,689,316,0.064855,2,InfoVis,2019,7,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.35.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.35.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
36,InfoVis.1118.36.jpg,700,639,0.133240,10,InfoVis,2019,8,10.1109/TVCG.2019.2934285,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.1118.36.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.1118.36.jpg,J,Visualizing a Moving Target: A Design Study on Task Parallel Programs in the Presence of Evolving Data and Concerns,Katy Williams;Alex Bigelow;Kate Isaacs,"design studies,software visualization,parallel computing,graph visualization",http://dx.doi.org/10.1109/TVCG.2019.2934285
37,InfoVis.332.37.jpg,553,243,0.040028,2,InfoVis,2019,2,10.1109/TVCG.2019.2934286,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.332.37.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.332.37.jpg,J,Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm,Lace M.K. Padilla;Spencer C. Castro;P. Samuel Quinan;Ian T. Ruginski;Sarah H. Creem-Regehr,"Working Memory,Cognitive Effort,Evaluation Methods,Pupillometry,Geographic/Geospatial Visualization,Quantitative Evaluation",http://dx.doi.org/10.1109/TVCG.2019.2934286
38,InfoVis.332.38.jpg,701,327,0.068281,9,InfoVis,2019,6,10.1109/TVCG.2019.2934286,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.332.38.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.332.38.jpg,J,Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm,Lace M.K. Padilla;Spencer C. Castro;P. Samuel Quinan;Ian T. Ruginski;Sarah H. Creem-Regehr,"Working Memory,Cognitive Effort,Evaluation Methods,Pupillometry,Geographic/Geospatial Visualization,Quantitative Evaluation",http://dx.doi.org/10.1109/TVCG.2019.2934286
39,InfoVis.332.39.jpg,1178,443,0.155448,4,InfoVis,2019,6,10.1109/TVCG.2019.2934286,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.332.39.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.332.39.jpg,J,Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm,Lace M.K. Padilla;Spencer C. Castro;P. Samuel Quinan;Ian T. Ruginski;Sarah H. Creem-Regehr,"Working Memory,Cognitive Effort,Evaluation Methods,Pupillometry,Geographic/Geospatial Visualization,Quantitative Evaluation",http://dx.doi.org/10.1109/TVCG.2019.2934286
40,InfoVis.332.40.jpg,988,593,0.174521,10,InfoVis,2019,7,10.1109/TVCG.2019.2934286,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.332.40.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.332.40.jpg,J,Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm,Lace M.K. Padilla;Spencer C. Castro;P. Samuel Quinan;Ian T. Ruginski;Sarah H. Creem-Regehr,"Working Memory,Cognitive Effort,Evaluation Methods,Pupillometry,Geographic/Geospatial Visualization,Quantitative Evaluation",http://dx.doi.org/10.1109/TVCG.2019.2934286
41,InfoVis.130.41.jpg,1420,479,0.202610,4,InfoVis,2019,5,10.1109/TVCG.2019.2934287,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.130.41.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.130.41.jpg,J,Why Authors Don't Visualize Uncertainty,Jessica Hullman,"Uncertainty visualization,graphical statistical inference,visualization rhetoric",http://dx.doi.org/10.1109/TVCG.2019.2934287
42,InfoVis.130.42.jpg,692,630,0.129863,2,InfoVis,2019,7,10.1109/TVCG.2019.2934287,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.130.42.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.130.42.jpg,J,Why Authors Don't Visualize Uncertainty,Jessica Hullman,"Uncertainty visualization,graphical statistical inference,visualization rhetoric",http://dx.doi.org/10.1109/TVCG.2019.2934287
43,InfoVis.130.43.jpg,713,282,0.059893,6,InfoVis,2019,8,10.1109/TVCG.2019.2934287,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.130.43.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.130.43.jpg,J,Why Authors Don't Visualize Uncertainty,Jessica Hullman,"Uncertainty visualization,graphical statistical inference,visualization rhetoric",http://dx.doi.org/10.1109/TVCG.2019.2934287
44,InfoVis.386.44.jpg,684,487,0.099225,10,InfoVis,2019,5,10.1109/TVCG.2019.2934288,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.386.44.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.386.44.jpg,J,Common Fate for Animated Transitions in Visualization,Amira Chalbi;Jacob Ritchie;Deokgun Park;Jungu Choi;Nicolas Roussel;Niklas Elmqvist;Fanny Chevalier,"Gestalt laws,common fate,animated transitions,evaluation,motion",http://dx.doi.org/10.1109/TVCG.2019.2934288
45,InfoVis.386.45.jpg,266,182,0.014421,10,InfoVis,2019,6,10.1109/TVCG.2019.2934288,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.386.45.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.386.45.jpg,J,Common Fate for Animated Transitions in Visualization,Amira Chalbi;Jacob Ritchie;Deokgun Park;Jungu Choi;Nicolas Roussel;Niklas Elmqvist;Fanny Chevalier,"Gestalt laws,common fate,animated transitions,evaluation,motion",http://dx.doi.org/10.1109/TVCG.2019.2934288
46,InfoVis.386.46.jpg,1386,353,0.145739,10,InfoVis,2019,7,10.1109/TVCG.2019.2934288,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019thumb/InfoVis.386.46.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2019/InfoVis.386.46.jpg,J,Common Fate for Animated Transitions in Visualization,Amira Chalbi;Jacob Ritchie;Deokgun Park;Jungu Choi;Nicolas Roussel;Niklas Elmqvist;Fanny Chevalier,"Gestalt laws,common fate,animated transitions,evaluation,motion",http://dx.doi.org/10.1109/TVCG.2019.2934288
