year-index,filename,Conference,Year,Paper DOI,thumb_url,cap_url,url,fileIndex,imageID,Paper type,Paper Title,Author,Keywords Author,paper_url,Paper FirstPage,Paper LastPage,globalIndex,recodeRank,img_width,img_height,isUP
729,InfoVis.579.10.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.10.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.10.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.729.png,I729,I729Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4732,4732,1435,296,0
730,InfoVis.579.11.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.11.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.11.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.730.png,I730,I730Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4733,4733,503,247,0
731,InfoVis.579.12.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.12.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.12.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.731.png,I731,I731Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4734,4734,1363,350,0
732,InfoVis.579.13.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.13.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.13.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.732.png,I732,I732Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4735,4735,715,296,0
733,InfoVis.579.14.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.14.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.14.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.733.png,I733,I733Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4736,4736,635,248,0
734,InfoVis.579.15.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.15.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.15.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.734.png,I734,I734Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4737,4737,560,296,0
735,InfoVis.579.16.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.16.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.16.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.735.png,I735,I735Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4738,4738,565,257,0
736,InfoVis.579.17.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.17.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.17.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.736.png,I736,I736Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4739,4739,595,233,0
737,InfoVis.579.18.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.18.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.18.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.737.png,I737,I737Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4740,4740,476,363,0
738,InfoVis.579.19.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.19.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.19.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.738.png,I738,I738Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4741,4741,409,372,0
739,InfoVis.579.20.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.20.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.20.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.739.png,I739,I739Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4742,4742,411,386,0
740,InfoVis.579.21.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.21.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.21.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.740.png,I740,I740Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4743,4743,628,211,0
741,InfoVis.579.22.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.22.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.22.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.741.png,I741,I741Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4744,4744,461,244,0
742,InfoVis.579.23.jpg,InfoVis,2015,10.1109/TVCG.2015.2466992,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.579.23.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.579.23.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.579.742.png,I742,I742Y2015,J,"Evaluation of Parallel Coordinates: Overview, Categorization and Guidelines for Future Research",Jimmy Johansson;Camilla Forsell,"Survey, evaluation, guidelines, parallel coordinates",http://dx.doi.org/10.1109/TVCG.2015.2466992,579,588,4745,4745,1247,875,0
743,InfoVis.589.342.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.342.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.342.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.743.png,I743,I743Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4746,4746,1185,310,1
744,InfoVis.589.343.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.343.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.343.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.744.png,I744,I744Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4747,4747,1268,270,1
745,InfoVis.589.344.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.344.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.344.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.745.png,I745,I745Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4748,4748,566,311,1
746,InfoVis.589.345.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.345.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.345.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.746.png,I746,I746Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4749,4749,595,501,1
747,InfoVis.589.346.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.346.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.346.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.747.png,I747,I747Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4750,4750,618,377,1
748,InfoVis.589.347.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.347.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.347.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.748.png,I748,I748Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4751,4751,697,294,1
749,InfoVis.589.348.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.348.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.348.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.749.png,I749,I749Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4752,4752,688,394,1
750,InfoVis.589.349.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.349.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.349.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.750.png,I750,I750Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4753,4753,608,530,1
751,InfoVis.589.350.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.350.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.350.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.751.png,I751,I751Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4754,4754,516,301,1
752,InfoVis.589.351.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.351.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.351.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.752.png,I752,I752Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4755,4755,1205,328,1
753,InfoVis.589.352.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.352.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.352.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.753.png,I753,I753Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4756,4756,607,331,1
754,InfoVis.589.353.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.353.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.353.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.754.png,I754,I754Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4757,4757,576,273,1
755,InfoVis.589.354.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.354.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.354.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.755.png,I755,I755Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4758,4758,1263,316,1
756,InfoVis.589.355.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.355.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.355.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.756.png,I756,I756Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4759,4759,1105,618,1
757,InfoVis.589.356.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.356.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.356.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.757.png,I757,I757Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4760,4760,607,345,1
758,InfoVis.589.357.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.357.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.357.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.758.png,I758,I758Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4761,4761,608,350,1
759,InfoVis.589.358.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.358.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.358.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.759.png,I759,I759Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4762,4762,1251,757,1
760,InfoVis.589.359.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.359.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.359.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.760.png,I760,I760Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4763,4763,584,439,1
761,InfoVis.589.360.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.360.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.360.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.761.png,I761,I761Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4764,4764,565,307,1
762,InfoVis.589.362.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.362.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.362.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.762.png,I762,I762Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4765,4765,1417,1055,1
763,InfoVis.589.363.jpg,InfoVis,2015,10.1109/TVCG.2015.2467872,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.589.363.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.589.363.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.589.763.png,I763,I763Y2015,J,Orientation-Enhanced Parallel Coordinate Plots,Renata Georgia Raidou;Martin Eisemann;Marcel Breeuwer;Elmar Eisemann;Anna Vilanova,"Parallel Coordinates, Orientation-enhanced Parallel Coordinates, Brushing, Orientation-enhanced Brushing, Data Readability, Data Selection",http://dx.doi.org/10.1109/TVCG.2015.2467872,589,598,4766,4766,1411,305,1
764,InfoVis.599.101.jpg,InfoVis,2015,10.1109/TVCG.2015.2467199,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.599.101.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.599.101.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.599.766.png,I764,I764Y2015,J,Visualizing Multiple Variables Across Scale and Geography,Sarah Goodwin;Jason Dykes;Aidan Slingsby;Cagatay Turkay,"Scale, Geography, Multivariate, Sensitivity Analysis, Variable Selection, Local Statistics, Geodemographics, Energy",http://dx.doi.org/10.1109/TVCG.2015.2467199,599,608,4767,4769,699,549,0
765,InfoVis.599.102.jpg,InfoVis,2015,10.1109/TVCG.2015.2467199,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.599.102.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.599.102.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.599.768.png,I765,I765Y2015,J,Visualizing Multiple Variables Across Scale and Geography,Sarah Goodwin;Jason Dykes;Aidan Slingsby;Cagatay Turkay,"Scale, Geography, Multivariate, Sensitivity Analysis, Variable Selection, Local Statistics, Geodemographics, Energy",http://dx.doi.org/10.1109/TVCG.2015.2467199,599,608,4768,4771,681,162,0
766,InfoVis.599.103.jpg,InfoVis,2015,10.1109/TVCG.2015.2467199,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015thumb/InfoVis.599.103.jpg,http://web.cse.ohio-state.edu/~li.8950/data/image/vispubimg/2015WCap/InfoVis.599.103.jpg,https://vispubimg.s3.us-east-2.amazonaws.com/vispubimg/2015/InfoVis.599.769.png,I766,I766Y2015,J,Visualizing Multiple Variables Across Scale and Geography,Sarah Goodwin;Jason Dykes;Aidan Slingsby;Cagatay Turkay,"Scale, Geography, Multivariate, Sensitivity Analysis, Variable Selection, Local Statistics, Geodemographics, Energy",http://dx.doi.org/10.1109/TVCG.2015.2467199,599,608,4769,4772,629,330,0
