Conference,Year,Number of Figures,Paper Title,Paper DOI,Author,URL,Paper type,Keywords Author,Paper ID,Number of Pages,Number of Figures,image name identification,medical,biology,brain,tract,flow,vector,tensor,particle,physics,streamline,biomedical_vis,flow_vis,isIncluded
Vis,2011,15,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,10.1109/TVCG.2011.260,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,http://dx.doi.org/10.1109/TVCG.2011.260,J,"Flow visualization, flowing seed points, streak lines, streamlines, insect flight, vortex visualization, unsteady flow",p200,9,15,2011 Koehler 10.1109/TVCG.2011.260,0,1,0,0,1,0,0,0,0,1,1,1,1
Vis,2011,19,WYSIWYG (What You See is What You Get) Volume Visualization,10.1109/TVCG.2011.261,Hanqi Guo;Ningyu Mao;Xiaoru Yuan,http://dx.doi.org/10.1109/TVCG.2011.261,J,"Volume rendering, Sketching input, Human-computer interaction, Transfer functions, Feature space",p201,9,19,2011 Guo 10.1109/TVCG.2011.261,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,13,A Data-Driven Approach to Hue-Preserving Color-Blending,10.1109/TVCG.2012.186,Lars Kuehne;Joachim Giesen;Zhiyuan Zhang;Sungsoo Ha;Klaus Mueller,http://dx.doi.org/10.1109/TVCG.2012.186,J,"Color blending, hue preservation, knowledge-assisted visualization, volume rendering, parallel coordinates",p202,8,13,2012 Kuehne 10.1109/TVCG.2012.186,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,9,A Novel Approach to Visualizing Dark Matter Simulations,10.1109/TVCG.2012.187,Ralf Kähler;Oliver Hahn;Tom Abel,http://dx.doi.org/10.1109/TVCG.2012.187,J,"Astrophysics, dark matter, n-body simulations, tetrahedral grids",p203,10,9,2012 Kähler 10.1109/TVCG.2012.187,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,14,A Perceptual-Statistics Shading Model,10.1109/TVCG.2012.188,Veronika Soltészová;Cagatay Turkay;Mark C. Price;Ivan Viola,http://dx.doi.org/10.1109/TVCG.2012.188,J,"Shading, perception, evaluation, surface slant, statistical analysis",p204,10,14,2012 Soltészová 10.1109/TVCG.2012.188,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,11,A Visual Analysis Concept for the Validation of Geoscientific Simulation Models,10.1109/TVCG.2012.190,Andrea Unger;Sven Schulte;Volker Klemann;Doris Dransch,http://dx.doi.org/10.1109/TVCG.2012.190,J,"Earth science visualization, model validation, coordinated multiple views, spatio-temporal visualization, sea level indicators",p205,10,11,2012 Unger 10.1109/TVCG.2012.190,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,11,An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,10.1109/TVCG.2012.194,Nathaniel Fout;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2012.194,J,"Volume compression, lossless compression, floating-point compression",p206,10,11,2012 Fout 10.1109/TVCG.2012.194,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,8,Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,10.1109/TVCG.2012.198,Wieland Reich;Gerik Scheuermann,http://dx.doi.org/10.1109/TVCG.2012.198,J,"Vector field topology, flow visualization, feature extraction, uncertainty",p207,9,8,2012 Reich 10.1109/TVCG.2012.198,0,0,0,0,1,1,0,0,0,0,0,1,1
SciVis,2012,8,Augmented Topological Descriptors of Pore Networks for Material Science,10.1109/TVCG.2012.200,Daniela Ushizima;Dmitriy Morozov;Gunther H. Weber;Andrea Gomes Campos Bianchi;James A. Sethian;E. Wes Bethel,http://dx.doi.org/10.1109/TVCG.2012.200,J,"Reeb graph, persistent homology, topological data analysis, geometric algorithms, segmentation, microscopy",p208,10,8,2012 Ushizima 10.1109/TVCG.2012.200,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,10,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,10.1109/TVCG.2012.202,Rocco Gasteiger;Dirk J. Lehmann;Roy van Pelt;Gábor Janiga;Oliver Beuing;Anna Vilanova;Holger Theisel;Bernhard Preim,http://dx.doi.org/10.1109/TVCG.2012.202,J,"Cerebral aneurysm, Hemodynamic, Inflow jet, Impingement zone, Visualization, Glyph",p209,10,10,2012 Gasteiger 10.1109/TVCG.2012.202,1,0,0,0,0,0,0,0,0,0,1,0,1
SciVis,2012,10,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,10.1109/TVCG.2012.203,Gunnar Läthén;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,http://dx.doi.org/10.1109/TVCG.2012.203,J,"Direct volume rendering, transfer functions, vessel visualization",p210,10,10,2012 Läthén 10.1109/TVCG.2012.203,1,0,0,0,0,0,0,0,0,0,1,0,0
SciVis,2012,13,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,10.1109/TVCG.2012.206,Alexander Bock;Erik Sundén;Bingchen Liu;Burkhard Wünsche;Timo Ropinski,http://dx.doi.org/10.1109/TVCG.2012.206,J,"finite element visualization, GPU-based ray-casting",p211,10,13,2012 Bock 10.1109/TVCG.2012.206,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,10,Computing Morse-Smale Complexes with Accurate Geometry,10.1109/TVCG.2012.209,Attila Gyulassy;Peer-Timo Bremer;Valerio Pascucci,http://dx.doi.org/10.1109/TVCG.2012.209,J,"Topology, topological methods, Morse-Smale complex",p212,9,10,2012 Gyulassy 10.1109/TVCG.2012.209,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,12,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,10.1109/TVCG.2012.210,Krishna Chaitanya Gurijala;Lei Wang 0024;Arie E. Kaufman,http://dx.doi.org/10.1109/TVCG.2012.210,J,"Heat diffusion, volume gradient operator, shape-based volume analysis, classification, transfer function",p213,9,12,2012 Gurijala 10.1109/TVCG.2012.210,0,0,0,0,0,0,0,0,1,0,0,1,1
SciVis,2012,18,Derived Metric Tensors for Flow Surface Visualization,10.1109/TVCG.2012.211,Harald Obermaier;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2012.211,J,"Vector field, integral surfaces, metric tensor, deformation, velocity gradient, continuum mechanics",p214,10,18,2012 Obermaier 10.1109/TVCG.2012.211,0,0,0,0,0,1,1,0,0,0,0,1,1
SciVis,2012,8,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,10.1109/TVCG.2012.216,Jian Chen;Haipeng Cai;Alexander P. Auchus;David H. Laidlaw,http://dx.doi.org/10.1109/TVCG.2012.216,J,"Display characteristics, diffusion tensor MRI, virtual environment",p215,10,8,2012 Chen 10.1109/TVCG.2012.216,0,0,0,0,0,0,1,0,0,0,0,1,1
SciVis,2012,10,Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,10.1109/TVCG.2012.217,Lingyun Yu;Konstantinos Efstathiou;Petra Isenberg;Tobias Isenberg,http://dx.doi.org/10.1109/TVCG.2012.217,J,"3D interaction, spatial selection, direct-touch interaction",p216,10,10,2012 Yu 10.1109/TVCG.2012.217,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,11,ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,10.1109/TVCG.2012.218,Blake Nelson;Eric Liu;Robert Michael Kirby;Robert Haimes,http://dx.doi.org/10.1109/TVCG.2012.218,J,"High-order finite elements, spectral/hp elements, discontinuous Galerkin, fluid flow simulation, cut surface extraction, contours, isosurfaces",p217,10,11,2012 Nelson 10.1109/TVCG.2012.218,0,0,0,0,1,0,0,0,0,0,0,1,1
SciVis,2012,12,Evaluation of Fast-Forward Video Visualization,10.1109/TVCG.2012.222,Markus Höferlin;Kuno Kurzhals;Benjamin Höferlin;Gunther Heidemann;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2012.222,J,"Video visualization, adaptive fast-forward, controlled laboratory user study",p218,9,12,2012 Höferlin 10.1109/TVCG.2012.222,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,10,Evaluation of Multivariate Visualization on a Multivariate Task,10.1109/TVCG.2012.223,Mark A. Livingston;Jonathan W. Decker;Zhuming Ai,http://dx.doi.org/10.1109/TVCG.2012.223,J,"Quantitative evaluation, multivariate visualization, visual task design, texture perception",p219,8,10,2012 Livingston 10.1109/TVCG.2012.223,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,9,Fuzzy Volume Rendering,10.1109/TVCG.2012.227,Nathaniel Fout;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2012.227,J,"Uncertainty visualization, verifiable visualization, volume rendering",p220,10,9,2012 Fout 10.1109/TVCG.2012.227,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,11,Generalized Topological Simplification of Scalar fields on Surfaces,10.1109/TVCG.2012.228,Julien Tierny;Valerio Pascucci,http://dx.doi.org/10.1109/TVCG.2012.228,J,"Scalar field visualization, scalar field design, topological simplification",p221,9,11,2012 Tierny 10.1109/TVCG.2012.228,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,13,Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,10.1109/TVCG.2012.231,Cheuk Yiu Ip;Amitabh Varshney;Joseph JáJá,http://dx.doi.org/10.1109/TVCG.2012.231,J,"Volume exploration, volume classification, normalized cut, Information-guided exploration",p222,9,13,2012 Ip 10.1109/TVCG.2012.231,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,9,Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,10.1109/TVCG.2012.232,Daniel Jönsson;Joel Kronander;Timo Ropinski;Anders Ynnerman,http://dx.doi.org/10.1109/TVCG.2012.232,J,"Volume rendering, photon mapping, global illumination, participating media",p223,8,9,2012 Jönsson 10.1109/TVCG.2012.232,0,0,0,0,0,0,0,0,0,0,0,0,1
SciVis,2012,7,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,10.1109/TVCG.2012.234,Nafees Ahmed;Ziyi Zheng;Klaus Mueller,http://dx.doi.org/10.1109/TVCG.2012.234,J,"Human computation, perception, evaluation, color blending",p224,10,7,2012 Ahmed 10.1109/TVCG.2012.234,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,10,Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,10.1109/TVCG.2012.239,Rolf Westerteiger;Tracy Compton;Tony Bernardin;Eric S. Cowgill;Klaus Gwinner;Bernd Hamann;Andreas Gerndt;Hans Hagen,http://dx.doi.org/10.1109/TVCG.2012.239,J,"Terrain rendering, interactive, fault simulation, mesh deformation",p225,8,10,2012 Westerteiger 10.1109/TVCG.2012.239,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,7,Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,10.1109/TVCG.2012.240,Markus Hadwiger;Johanna Beyer;Won-Ki Jeong;Hanspeter Pfister,http://dx.doi.org/10.1109/TVCG.2012.240,J,"Petascale volume exploration, high-resolution microscopy, high-throughput imaging, neuroscience",p226,10,7,2012 Hadwiger 10.1109/TVCG.2012.240,0,0,1,0,0,0,0,0,0,0,1,0,1
SciVis,2012,20,KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,10.1109/TVCG.2012.242,Hui Zhang;Jianguang Weng;Lin Jing;Yiwen Zhong,http://dx.doi.org/10.1109/TVCG.2012.242,J,"Knot Theory, Math Visualization",p227,10,20,2012 Zhang 10.1109/TVCG.2012.242,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,14,Lagrangian Coherent Structures for Design Analysis of Revolving Doors,10.1109/TVCG.2012.243,Benjamin Schindler;Raphael Fuchs;Stefan Barp;Jürgen Waser;Armin Pobitzer;Robert Carnecky;Kresimir Matkovic;Ronald Peikert,http://dx.doi.org/10.1109/TVCG.2012.243,J,"Visualization in physical sciences and engineering, topology-based techniques, vector field data",p228,10,14,2012 Schindler 10.1109/TVCG.2012.243,0,0,0,0,0,0,0,0,1,0,0,1,1
SciVis,2012,15,Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,10.1109/TVCG.2012.248,Bastian Rieck;Hubert Mara;Heike Leitte,http://dx.doi.org/10.1109/TVCG.2012.248,J,"Topological persistence, multivariate data, clustering",p229,10,15,2012 Rieck 10.1109/TVCG.2012.248,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,9,On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,10.1109/TVCG.2012.249,Steven Schlegel;Nico Korn;Gerik Scheuermann,http://dx.doi.org/10.1109/TVCG.2012.249,J,"Gaussian process, uncertainty, interpolation",p230,10,9,2012 Schlegel 10.1109/TVCG.2012.249,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,11,SeiVis: An Interactive Visual Subsurface Modeling Application,10.1109/TVCG.2012.259,Thomas Höllt;Wolfgang Freiler;Fritz Gschwantner;Helmut Doleisch;Gabor Heinemann;Markus Hadwiger,http://dx.doi.org/10.1109/TVCG.2012.259,J,"Seismic visualization, volume deformation, exploded views, seismic interpretation",p231,10,11,2012 Höllt 10.1109/TVCG.2012.259,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,15,Sketching Uncertainty into Simulations,10.1109/TVCG.2012.261,Hrvoje Ribicic;Jürgen Waser;Roman Gurbat;Bernhard Sadransky;Eduard Gröller,http://dx.doi.org/10.1109/TVCG.2012.261,J,"Emergency/disaster management, interaction design, uncertainty visualization, sketch-based steering, ensemble simulation steering, integrated visualization system, flood management",p232,10,15,2012 Ribicic 10.1109/TVCG.2012.261,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,10,Structure-Aware Lighting Design for Volume Visualization,10.1109/TVCG.2012.267,Yubo Tao;Hai Lin;Feng Dong;Chao Wang;Gordon Clapworthy;Hujun Bao,http://dx.doi.org/10.1109/TVCG.2012.267,J,"Automatic lighting design, structural dissimilarity, lighting similarity, lighting stability, volume rendering",p233,10,10,2012 Tao 10.1109/TVCG.2012.267,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,15,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,10.1109/TVCG.2012.269,Samer S. Barakat;Markus Rütten;Xavier Tricoche,http://dx.doi.org/10.1109/TVCG.2012.269,J,"Multifield, time-varying, surface structures",p234,10,15,2012 Barakat 10.1109/TVCG.2012.269,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,15,Turbulence Visualization at the Terascale on Desktop PCs,10.1109/TVCG.2012.274,Marc Treib;Kai Bürger;Florian Reichl;Charles Meneveau;Alexander S. Szalay;Rüdiger Westermann,http://dx.doi.org/10.1109/TVCG.2012.274,J,"Visualization system and toolkit design, vector fields, volume rendering, data streaming, data compression",p235,9,15,2012 Treib 10.1109/TVCG.2012.274,0,0,0,0,0,0,0,0,0,0,0,0,1
SciVis,2012,10,Visual Data Analysis as an Integral Part of Environmental Management,10.1109/TVCG.2012.278,Joerg Meyer;E. Wes Bethel;Jennifer L. Horsman;Susan S. Hubbard;Harinarayan Krishnan;Alexandru Romosan;Elizabeth H. Keating;Laura Monroe;Richard Strelitz;Phil Moore;Glenn Taylor;Ben Torkian;Timothy C. Johnson;Ian Gorton,http://dx.doi.org/10.1109/TVCG.2012.278,J,"Visual analytics, high-performance computing, data management, parallel rendering, environmental management",p236,7,10,2012 Meyer 10.1109/TVCG.2012.278,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,8,Visual Steering and Verification of Mass Spectrometry Data Factorization in Air Quality Research,10.1109/TVCG.2012.280,Daniel Engel;Klaus Greff;Christoph Garth;Keith Bein;Anthony S. Wexler;Bernd Hamann;Hans Hagen,http://dx.doi.org/10.1109/TVCG.2012.280,J,"Dimension reduction, mass spectrometry data, matrix factorization, visual encodings of numerical error metrics, multi-dimensional data visualization",p237,10,8,2012 Engel 10.1109/TVCG.2012.280,0,0,0,0,0,0,0,0,1,0,0,1,0
SciVis,2012,15,Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography,10.1109/TVCG.2012.281,Stephan Wenger;Marco Ament;Stefan Guthe;Dirk A. Lorenz;Andreas M. Tillmann;Daniel Weiskopf;Marcus A. Magnor,http://dx.doi.org/10.1109/TVCG.2012.281,J,"Astronomical visualization, distributed volume reconstruction, direct volume rendering",p238,10,15,2012 Wenger 10.1109/TVCG.2012.281,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,13,Visualization of Electrostatic Dipoles in Molecular Dynamics of Metal Oxides,10.1109/TVCG.2012.282,Sebastian Grottel;Philipp Beck;Christoph Müller;Guido Reina;Johannes Roth;Hans-Rainer Trebin;Thomas Ertl,http://dx.doi.org/10.1109/TVCG.2012.282,J,"Visualization in physical sciences and engineering, glyph-based techniques, time-varying data, point-based data",p239,8,13,2012 Grottel 10.1109/TVCG.2012.282,0,0,0,0,0,0,0,0,1,0,0,1,1
SciVis,2012,12,Visualization of Flow Behavior in Earth Mantle Convection,10.1109/TVCG.2012.283,Simon Schröder;John A. Peterson;Harald Obermaier;Louise H. Kellogg;Kenneth I. Joy;Hans Hagen,http://dx.doi.org/10.1109/TVCG.2012.283,J,"Geophysics, flow visualization, tracer concentration, Earth mantle, convection, large data system",p240,10,12,2012 Schröder 10.1109/TVCG.2012.283,1,0,0,0,1,0,0,0,1,0,1,1,0
SciVis,2012,13,Visualization of Temporal Similarity in field Data,10.1109/TVCG.2012.284,Steffen Frey;Filip Sadlo;Thomas Ertl,http://dx.doi.org/10.1109/TVCG.2012.284,J,"Time-dependent fields, similarity analysis, interactive recurrence analysis, comparative visualization",p241,10,13,2012 Frey 10.1109/TVCG.2012.284,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,12,Visualizing Nuclear Scission through a Multifield Extension of Topological Analysis,10.1109/TVCG.2012.287,David J. Duke;Hamish Carr;Aaron Knoll;Nicolas Schunck;Hai Ah Nam;Andrzej Staszczak,http://dx.doi.org/10.1109/TVCG.2012.287,J,"Topology, scalar fields, multifields",p242,8,12,2012 Duke 10.1109/TVCG.2012.287,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2012,12,WYSIWYP: What You See Is What You Pick,10.1109/TVCG.2012.292,Alexander Wiebel;Frans Vos;David Foerster;Hans-Christian Hege,http://dx.doi.org/10.1109/TVCG.2012.292,J,"Picking, volume rendering, WYSIWYG",p243,9,12,2012 Wiebel 10.1109/TVCG.2012.292,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,9,A Lightweight Tangible 3D Interface for Interactive Visualization of Thin fiber Structures,10.1109/TVCG.2013.121,Bret Jackson;Tung Yuen Lau;David Schroeder;Kimani C. Toussaint;Daniel F. Keefe,http://dx.doi.org/10.1109/TVCG.2013.121,J,"Scientific visualization, 3D interaction, tangible interaction, microscopy visualization",p244,8,9,2013 Jackson 10.1109/TVCG.2013.121,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,11,A Multi-Criteria Approach to Camera Motion Design for Volume Data Animation,10.1109/TVCG.2013.123,Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma,http://dx.doi.org/10.1109/TVCG.2013.123,J,"Camera motion planning, volume rendering, visualization, animation",p245,10,11,2013 Hsu 10.1109/TVCG.2013.123,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,4,A Systematic Review on the Practice of Evaluating Visualization,10.1109/TVCG.2013.126,Tobias Isenberg;Petra Isenberg;Jian Chen;Michael Sedlmair;Torsten Möller,http://dx.doi.org/10.1109/TVCG.2013.126,J,"Evaluation, validation, systematic review, visualization, scientific visualization, information visualization",p246,10,4,2013 Isenberg 10.1109/TVCG.2013.126,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,8,Acuity-Driven Gigapixel Visualization,10.1109/TVCG.2013.127,Charilaos Papadopoulos;Arie E. Kaufman,http://dx.doi.org/10.1109/TVCG.2013.127,J,"Gigapixel visualization, visual acuity, focus and context, Reality Deck, gigapixel display",p247,10,8,2013 Papadopoulos 10.1109/TVCG.2013.127,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,14,Adaptive Refinement of the Flow Map Using Sparse Samples,10.1109/TVCG.2013.128,Samer S. Barakat;Xavier Tricoche,http://dx.doi.org/10.1109/TVCG.2013.128,J,"Lagrangian flow visualization, flow map, edge features, scattered data interpolation, sparse sampling, adaptive refinement, parallel reconstruction",p248,10,14,2013 Barakat 10.1109/TVCG.2013.128,0,0,0,0,1,0,0,0,0,0,0,1,1
SciVis,2013,11,Ambient Volume Scattering,10.1109/TVCG.2013.129,Marco Ament;Filip Sadlo;Daniel Weiskopf,http://dx.doi.org/10.1109/TVCG.2013.129,J,"Direct volume rendering, volume illumination, ambient scattering, preintegrated light transport, gradient-free shading",p249,10,11,2013 Ament 10.1109/TVCG.2013.129,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,12,An Exploration Framework to Identify and Track Movement of Cloud Systems,10.1109/TVCG.2013.131,Harish Doraiswamy;Vijay Natarajan;Ravi S. Nanjundiah,http://dx.doi.org/10.1109/TVCG.2013.131,J,"Cloud clusters, tracking, computational topology, split tree, weather and climate simulations",p250,10,12,2013 Doraiswamy 10.1109/TVCG.2013.131,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,11,An Information-Aware Framework for Exploring Multivariate Data Sets,10.1109/TVCG.2013.133,Ayan Biswas;Soumya Dutta;Han-Wei Shen;Jonathan Woodring,http://dx.doi.org/10.1109/TVCG.2013.133,J,"Information theory, framework, isosurface, multivariate uncertainty",p251,10,11,2013 Biswas 10.1109/TVCG.2013.133,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,11,Area-Preservation Mapping using Optimal Mass Transport,10.1109/TVCG.2013.135,Xin Zhao;Zhengyu Su;Xianfeng Gu;Arie E. Kaufman;Jian Sun;Jie Gao;Feng Luo,http://dx.doi.org/10.1109/TVCG.2013.135,J,"Area-preservation mapping, surface flattening, optimal transport map, Monge-Brenier theory, visualization and graphics applications",p252,10,11,2013 Zhao 10.1109/TVCG.2013.135,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,12,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,10.1109/TVCG.2013.138,Luke J. Gosink;Kevin Bensema;Trenton Pulsipher;Harald Obermaier;Michael Henry;Hank Childs;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2013.138,J,"Uncertainty visualization, numerical ensembles, statistical visualization",p253,10,12,2013 Gosink 10.1109/TVCG.2013.138,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,9,Colon Flattening Using Heat Diffusion Riemannian Metric,10.1109/TVCG.2013.139,Krishna Chaitanya Gurijala;Rui Shi;Wei Zeng;Xianfeng Gu;Arie E. Kaufman,http://dx.doi.org/10.1109/TVCG.2013.139,J,"Colon flattening, heat diffusion, virtual colonoscopy, volume rendering, topological noise, shape-preserving mapping",p254,10,9,2013 Gurijala 10.1109/TVCG.2013.139,1,0,0,0,0,0,0,0,1,0,1,1,1
SciVis,2013,9,Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles,10.1109/TVCG.2013.141,Mathias Hummel;Harald Obermaier;Christoph Garth;Kenneth I. Joy,http://dx.doi.org/10.1109/TVCG.2013.141,J,"Ensemble, flow field, time-varying, comparison, visualization, Lagrangian, variance, principal components analysis",p255,10,9,2013 Hummel 10.1109/TVCG.2013.141,0,0,0,0,1,0,0,0,0,0,0,1,1
SciVis,2013,6,ConnectomeExplorer: Query-Guided Visual Analysis of Large Volumetric Neuroscience Data,10.1109/TVCG.2013.142,Johanna Beyer;Ali Al-Awami;Narayanan Kasthuri;Jeff Lichtman;Hanspeter Pfister;Markus Hadwiger,http://dx.doi.org/10.1109/TVCG.2013.142,J,"Connectomics, neuroscience, query algebra, visual knowledge discovery, petascale volume analysis",p256,10,6,2013 Beyer 10.1109/TVCG.2013.142,0,0,1,0,0,0,0,0,0,0,1,0,1
SciVis,2013,9,Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,10.1109/TVCG.2013.143,Ross T. Whitaker;Mahsa Mirzargar;Robert Michael Kirby,http://dx.doi.org/10.1109/TVCG.2013.143,J,"Uncertainty visualization, boxplots, band depth, ensemble visualization, order statistics",p257,10,9,2013 Whitaker 10.1109/TVCG.2013.143,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,8,Coupled Ensemble Flow Line Advection and Analysis,10.1109/TVCG.2013.144,Hanqi Guo;Xiaoru Yuan;Jian Huang;Xiaomin Zhu,http://dx.doi.org/10.1109/TVCG.2013.144,J,"Ensemble analysis, parallel processing, field line advection",p258,10,8,2013 Guo 10.1109/TVCG.2013.144,0,0,0,0,1,0,0,0,0,0,0,1,1
SciVis,2013,9,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,10.1109/TVCG.2013.147,Dane M. Coffey;Chi-Lun Lin;Arthur G. Erdman;Daniel F. Keefe,http://dx.doi.org/10.1109/TVCG.2013.147,J,"Design, simulation, direct manipulation, multi-touch",p259,9,9,2013 Coffey 10.1109/TVCG.2013.147,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,12,Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,10.1109/TVCG.2013.148,Dilip Mathew Thomas;Vijay Natarajan,http://dx.doi.org/10.1109/TVCG.2013.148,J,"Scalar field visualization, extremum graph, Morse decomposition, symmetry detection, data exploration",p260,10,12,2013 Thomas 10.1109/TVCG.2013.148,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,18,Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform,10.1109/TVCG.2013.152,Teng-Yok Lee;Han-Wei Shen,http://dx.doi.org/10.1109/TVCG.2013.152,J,"WaveletSAT, integral histograms, discrete wavelet transform",p261,10,18,2013 Lee 10.1109/TVCG.2013.152,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,7,Evaluation of Static and Dynamic Visualization Training Approaches for Users with Different Spatial Abilities,10.1109/TVCG.2013.156,Maria-Elena Froese;Melanie Tory;Guy-Warwick Evans;Kedar Shrikhande,http://dx.doi.org/10.1109/TVCG.2013.156,J,"Spatial ability, 3D visualization, training, evaluation, orthographic projection, CAD",p262,8,7,2013 Froese 10.1109/TVCG.2013.156,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,10,Fast Blending Scheme for Molecular Surface Representation,10.1109/TVCG.2013.158,Július Parulek;Andrea Brambilla,http://dx.doi.org/10.1109/TVCG.2013.158,J,"Molecular visualization, geometry-based techniques, implicit surfaces",p263,10,10,2013 Parulek 10.1109/TVCG.2013.158,0,0,0,0,0,0,0,0,0,0,0,0,0
SciVis,2013,10,Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,10.1109/TVCG.2013.159,Moritz Ehlke;Heiko Ramm;Hans Lamecker;Hans-Christian Hege;Stefan Zachow,http://dx.doi.org/10.1109/TVCG.2013.159,J,"Digitally reconstructed radiographs, volume rendering, mesh deformation, statistical shape and intensity models, image registration, GPU acceleration",p264,10,10,2013 Ehlke 10.1109/TVCG.2013.159,1,0,0,0,0,0,0,0,0,0,1,0,1
